,id,date,ticker,tweet
29,100030,06/01/2020,AMZN, AMZN I hope we can come close to touching 2000 either tomorrow or Wednesday  
30,100031,06/01/2020,TSLA, TSLA  Squeal like a pig  Chanos  Squeal like a pig    
31,100032,06/01/2020,NFLX, NFLX       336 test to possibly test 340s tomorrow   ALL DAY mentions since open    
32,100033,06/01/2020,TSLA, TSLA shorts thought they are making a quick and easy bet     hahhaha  
33,100034,06/01/2020,TSLA, TSLA if you had only listened bears         
34,100035,06/01/2020,TSLA,Once again  TSLA keeps roasting the shorts  
35,100036,07/01/2020,TSLA, TSLA BUT BUTT WW3    Screw the sink this stock has had the whole house thrown at it and still goes up  You bears are real   s
36,100037,07/01/2020,TSLA, TSLA Congratulations to Elon and SpaceX for another successful drone ship landing     the man is in the zone    
37,100038,07/01/2020,FB, FB Finally gapped up  Took a year and half to do it  but f ck it feels good  Long and strong     Let s keep this train moving  Still has some more to go before I ll even consider selling my calls of any of my shares 
38,100039,07/01/2020,TSLA, TSLA these bears constantly post old a   pics of crashed Tesla s hahahahaha  Have you not learned yet I m pretty sure your account learned by now      Hope you readyyyy for what s next  
39,100040,07/01/2020,TSLA, TSLA Top of the channel  485 believe it  
40,100041,07/01/2020,TSLA, TSLA wow jpm with a whole  20    
41,100042,07/01/2020,DIS, DIS Just keep falling  just keep falling  just keep falling falling falling  What does DIS do all month  Falling falling falling    Dory
42,100043,07/01/2020,AAPL, AAPL Bears   Shorts Later Today    
43,100044,07/01/2020,TSLA, TSLA head fake w more short covering   
44,100045,07/01/2020,BA, BA  Stocks usually look bearish until they don t lol  BA BA BOOM  
45,100046,07/01/2020,WMT,I would of thought  WMT would have got hit a little harder with that 54 6 million dollar lawsuit they just lost for not paying their drivers   
46,100047,07/01/2020,TSLA, TSLA bears   I say  you really do have some good points  and you re right this may pull back  but why would you get in front of this right now  Or over the last month  There s other opportunities out there even for your hateful selves
47,100048,07/01/2020,TSLA, TSLA  470 by open tomorrow  Get your electric rocket ships ready we going to the moon   
48,100049,07/01/2020,TSLA, TSLA have only 2000  im not going far with this at this point  
49,100050,07/01/2020,TSLA, TSLA man I can t wait till the day Tesla start paying out dividends    once that announcement happens the stock will explode before the Ex date    
50,100051,07/01/2020,FB, FB stop selling   My  215 weekly calls are getting wrecked   
51,100052,07/01/2020,TSLA, TSLA should i do a search of all the  mark this post  from the bear shorts that have been fried the last month   
52,100053,07/01/2020,AMZN, AMZN CONGRATS TO ALL THE LONG   there were some trying times but our patience IS being rewarded  lots more to come   
53,100054,07/01/2020,TSLA, TSLA we ll it s not  BYND mane it s not too late to buy       just maybe
54,100055,07/01/2020,TSLA, TSLA yep  especially put buyers and call chasers oof     
55,100056,07/01/2020,AAPL, AAPL who is ready to open tomorrow  at  290  It s time  
56,100057,07/01/2020,AAPL, AAPL Green by morning my ass   Y all should have taken profits         
57,100058,08/01/2020,AAPL, AAPL buy 300 call easy money         
58,100059,08/01/2020,AAPL, AAPL maybe dan Ives at Wedbush can reimburse all you chasers for your losses  Or maybe not   
59,100060,08/01/2020,TSLA, TSLA another target raised to  556 wow  When the dust settles this will       
60,100061,08/01/2020,TSLA, TSLA if this takes a big dip tomorrow morning I m closing all my hedges and rolling my  525k of sub  300 strike Jan 17 calls up to  400  strike calls    bring it on  
61,100062,08/01/2020,TSLA, TSLA wow it s great to wake up to this  This is going to open at 475 and maybe hit 500 today      
62,100063,08/01/2020,TSLA, TSLA Bullish AF to the mewn  but that 15 point bubble pop drop last night was not a good feeling while holding calls     bork 
63,100064,08/01/2020,DIS, DIS small piece of advice  if you re long calls  turning them into spreads before close really helps reduce risk  Then you can close the short leg out in the morning  usually for a profit when things are starting to look bullish again  
64,100065,08/01/2020,TSLA, TSLA Oh yeah  was that yesterday  30 point run    Give me  489 
65,100066,08/01/2020,TSLA, TSLA I just took profits and resized my position a few days ago  soon I ll be doing it again   
66,100067,08/01/2020,AAPL, AAPL with all time highs again the market seems to enjoy war very much 
67,100068,08/01/2020,TSLA, TSLA Bwahahaha there isn t a thing capable of stopping this train  
68,100069,08/01/2020,TSLA, TSLA who s making tendies   missed this run
69,100070,08/01/2020,AAPL, AAPL short term   people need to pull some off the table with all uncertainty floating around  This is just dicey
70,100071,08/01/2020,TSLA, TSLA people seem to have forgotten about the energy business 
71,100072,08/01/2020,TSLA, TSLA i thought  500 by end of week  not middle of week   
72,100073,08/01/2020,AAPL, AAPL What makes bulls believe that Terrorist will stop   launching rockets  
73,100074,08/01/2020,TSLA, TSLA grabbed a  500 call and flipped it for over 100   Paid for my loser put and then some  Rolled over to a  515  Let s keep the party going    
74,100075,08/01/2020,TSLA, TSLA remember this  Now it seems like a distant memory    2 weeks ago  
75,100076,08/01/2020,TSLA, TSLA bunch of cocaine and two chicks at the same time   
76,100077,08/01/2020,AAPL, AAPL hahaha many bears buying put sell  Strong strong but we wanna see 305 before close hahaha     
77,100078,08/01/2020,TSM, TSM    we will definitely close at  59 today  
78,100079,08/01/2020,BABA, BABA yeez guys  dont sell off now     this dragon has just started to fly      
79,100080,08/01/2020,DIS, DIS Since July 2019 DIS has gone up 0  I m guessing it will continue going sideways  
80,100081,08/01/2020,TSLA, TSLA this is WILD  And I m loving every bit of it  
81,100082,08/01/2020,TSLA, TSLA For years Kind of going nowhere   Now the most loved company in the world    
82,100083,09/01/2020,TSLA,Tesla shorts waiting on the market to open this morning       TSLA  
83,100084,09/01/2020,TSLA, TSLA so happy I don t have to get Elon tatted on me   Tomorrow hit 500  sweet cheeks  
84,100085,09/01/2020,TSLA, TSLA ahh it s gonna be another good day tomorrow if the futures keep ripping  
85,100086,09/01/2020,TSLA, TSLA Did Elon do another dance today   cause I love it when he dances  such a good dancer   
86,100087,09/01/2020,TSLA, TSLA how I wish I didn t sell at  470    
87,100088,09/01/2020,AAPL, AAPL again  shorts gonna buy put and sells  scared traders gonna take profit and selling shares calls   if thats gonna happen  BUY THE DIPS  HOLD AND GO LONG  BUY NEW CAR OR WHAT EVER        End with 310 315 this week end next week
88,100089,09/01/2020,TSLA, TSLA Little dip to lure them in   then BOOM    505
89,100090,09/01/2020,TSLA, TSLA Puts the art in fart   
90,100091,09/01/2020,AAPL, AAPL time to take a breather  
91,100092,09/01/2020,TSLA, TSLA Waiting for that hot   moist reversal  
92,100093,09/01/2020,TSLA, TSLA 500  eod no worries  
93,100094,09/01/2020,V, V people Shopped Non stop during the holiday season and now Gas stations in US requires all pumps to upgrade to pay by Credit cards     Now you can tell where VISA is heading too    easy 220               
94,100095,09/01/2020,SBUX, SBUX following through nicely as shown in yesterday s tweets      
95,100096,09/01/2020,AMZN, AMZN Now it s moving with the market  
96,100097,09/01/2020,TSLA, TSLA who else bought the dip   
97,100098,09/01/2020,DIS, DIS down 0 27  pretty much the expected daily return      
98,100099,09/01/2020,AAPL, AAPL nice to look at my account today and see my shares up over 100  and climbing      
99,100100,09/01/2020,SBUX, SBUX I drink enough coffee  I m investing   
100,100101,09/01/2020,TSLA, TSLA looking like no 470 today  feel good about getting there tomorrow   
101,100102,09/01/2020,FB, FB VERY NICE GAINS TODAY     thank you  Gotta run     can t be greedy right  GLTA      Hope you guys get to 220    
102,100103,09/01/2020,AAPL, AAPL Apple is going to keep on Running  Undervalued    
103,100104,09/01/2020,FB, FB looks likes she s going to run tomorrow she s lagged and broke out yesterday     
104,100105,09/01/2020,TSLA, TSLA Funny How Bulls were thinking 500  then they got a reality check today  
105,100106,10/01/2020,BA, BA BOEING is a bear proof stock   
106,100107,10/01/2020,TSLA, TSLA The steepening of this move has me licking my chops for some bull  
107,100108,10/01/2020,BA, BA new CEO already cleaning out the dirty laundry     340
108,100109,10/01/2020,NVDA, NVDA i love when I m right            
109,100110,10/01/2020,TSLA, TSLA reminds me of yesterday s PM  Just sayin      
110,100111,10/01/2020,TSLA, TSLA 5 yr Chart  When a stock doubles in less than 2 months it s a good idea to ring the register or get slammed   
111,100112,10/01/2020,AAPL, AAPL thanks bears  ATH  50  profit on calls overnight     
112,100113,10/01/2020,BA, BA that email leaked was a huge nothing burger   
113,100114,10/01/2020,TSLA, TSLA good morning longs  How are those purchases near 500 looking now  BAHAHA           
114,100115,10/01/2020,BA, BA about to explode   Keep shorting please
115,100116,10/01/2020,TSLA, TSLA i think in honor of elon    all the bears need to throw out the memes  and we all post our own snaps wearing short shorts         on next drop
116,100117,10/01/2020,TSLA, TSLA is very overvalued  Drops like a rock soon     
117,100118,10/01/2020,NFLX, NFLX Morningstar s fair value estimate is  135  
118,100119,10/01/2020,TSLA, TSLA TSLA Puts and AAPL Calls   
119,100120,10/01/2020,BA, BA is there any clown   than this man
120,100121,10/01/2020,AAPL, AAPL all those called getting burnt  
121,100122,10/01/2020,TSLA, TSLA making money   love to short this pig  
122,100123,10/01/2020,TSLA,If your stock needs the CEO to tap dance  instead of actually making a profit  maybe you joined a cult        TSLA
123,100124,10/01/2020,TSLA, TSLA ouch   honestly it will bounce back next week hope I can take a position
124,100125,10/01/2020,TSLA, TSLA Ruh Roh bulls   this is not looking good  
125,100126,10/01/2020,TSLA, TSLA Suddenly bulls are not so sure anymore     say hello to  450 sooner than you think
126,100127,10/01/2020,DIS, DIS So many perma bulls         wake up  this isn t moving until earnings 
127,100128,10/01/2020,AAPL, AAPL i missed something   Was whole day off  i couldn t buy anything  But i see bulls are fine  330  after earnings  Go short longterms   Have a great weekend   
128,100129,11/01/2020,BA, BA   you pumpers are hilarious    Going to 400         like the Max problems never happened  
129,100130,11/01/2020,AAPL, AAPL pre game  Apple AirPods and Apple Beats everywhere on these players     
130,100131,12/01/2020,AAPL, AAPL waiting for a new dip tu buy   
131,100132,13/01/2020,AAPL, AAPL has been undervalued for a long time and they are blowing out all the numbers with the IPhone 11     320 today or tomorrow  
132,100133,13/01/2020,AAPL, AAPL no need to panic we know where we re going   
133,100134,13/01/2020,TSLA, TSLA too good to be true but  600 After ER       
134,100135,13/01/2020,AAPL, AAPL Still way undervalued  Looking forward to the next ER   
135,100136,13/01/2020,TSLA, TSLA i try hard not to laugh at you  
136,100137,13/01/2020,TSLA, TSLA to the fooooookin moon     i ALMOST feel bad for the bears    
137,100138,13/01/2020,TSLA, TSLA bringing my profile back to life thank you Elon      
138,100139,13/01/2020,TSLA, TSLA so which analyst is gonna come out next and upgrade to a buy   imagine a 80  buy rating after earnings  
139,100140,13/01/2020,TSLA, TSLA Big tip in last month     
140,100141,13/01/2020,BAC,C mon  BAC my bird needs to eat  I m running low on laundry detergent and tired of eating canned tuna for the 14th week straight  Give me my money     
141,100142,13/01/2020,TSLA, TSLA  just to be fair  this was one of the MANY warnings I gave the bears in the low  200   high  100 range   
142,100143,13/01/2020,BABA, BABA excited for HK open today hehehe  Congrats again to all us bulls here   May we continue to be prosperous
143,100144,13/01/2020,TSLA, TSLA And to say I was underwater on Friday is an understatement  Did not know these would be worth 50k in a day   
144,100145,14/01/2020,BABA, BABA bought at  80    Sell time or run    
145,100146,14/01/2020,TSLA, TSLA Ridiculous  600 by Friday at this rate  
146,100147,14/01/2020,AAPL, AAPL wow   unbelievable this thing is trying to reach the stars lol  
147,100148,14/01/2020,BABA, BABA could be some short term hooplah here at the 230 s  Anyone s guess     Would be nice though to get a wittle dip   
148,100149,14/01/2020,TSLA, TSLA Rising strong on China News  Nice        
149,100150,14/01/2020,BA, BA designed by   supervised by   s    I m a Boeing fan  but this needs a flush to 260 before it can heal 
150,100151,14/01/2020,TSLA, TSLA looking at my inflated account like the wheels on a  Tesla mobile    
151,100152,14/01/2020,AMZN, AMZN dec  24th  31st  and Jan 7th were all gap up days   last 3Tuesdays    let s hope today is the 4th    
152,100153,14/01/2020,TSLA, TSLA That s right Cramer keep pumping I love it     
153,100154,14/01/2020,AAPL, AAPL   Don t say wait u didn t tell me lol over 100   
154,100155,14/01/2020,TSLA, TSLA  612 target now let gap and go baby    
155,100156,14/01/2020,TSLA, TSLA there you had your dip    cover    
156,100157,14/01/2020,DIS, DIS Hey u know what I just bought Puts to see if I might make up my call losses  
157,100158,14/01/2020,BA, BA told myself to stay away but that dip in the morning was way too tempting  thanks to whoever bought puts at the bottom this morning    
158,100159,14/01/2020,BA, BA still negative in this position but holding on tight and patiently waiting for its time in the 500s   
159,100160,14/01/2020,TSLA, TSLA Short or long here     that is the question    
160,100161,14/01/2020,UNH, UNH this is actually gonna go in to red before earnings   
161,100162,14/01/2020,XOM, XOM Just keep adding under  70   
162,100163,14/01/2020,TSLA, TSLA shorts selling to shorts    like a hot potato  
163,100164,14/01/2020,TSLA, TSLA wants to dance   Up and down       either into close we will see  550 or tommorow morning  
164,100165,14/01/2020,DIS, DIS the film   1917 made more than Star Wars this past weekend  Star Wars and Frozen 2 not even nominated for the Oscars
165,100166,14/01/2020,TSM, TSM is a winner  Every 5G phone will have a more advanced semi conductor then what s in phones now  5G is going to huge over 4G  TSM is going to be selling to everybody  phones  gamers  cars  medical and on an on  I think we enjoy the ride       
166,100167,14/01/2020,TSLA, TSLA locked in with small position 1 24 weekly calls I caught after the dip this am  Y all know what that ah and pm action looks like    but trade with some dd imo
167,100168,14/01/2020,AAPL, AAPL lmao there it is   Bye bye AAPL     
168,100169,15/01/2020,AAPL, AAPL is amazing  the best  But these evaluations folks         
169,100170,15/01/2020,AAPL, AAPL   Guess that FED pumping is over for them now 
170,100171,15/01/2020,AAPL, AAPL no one buying this bs but the fed and Apple  So hope you bulls get some buy backs soon        
171,100172,15/01/2020,TSLA, TSLA uh oh   Looks like this is the day this epic run comes to a grinding halt and falls off a Cliff   What are you thinking bears   Down 1 or 2  today    
172,100173,15/01/2020,AAPL, AAPL poor sales for their gadgets at target stores lol       
173,100174,15/01/2020,TSLA, TSLA my calls are for next week   No worries
174,100175,15/01/2020,SBUX, SBUX TPO alot of volume at 91 74  thats after a strong run up    
175,100176,15/01/2020,TSLA, TSLA oh no  down 1 0     Why didn t I listen to you bears   errrrrrrrrrrrrrrrrrrr Elon
176,100177,15/01/2020,BAC, BAC time to grab some calls   
177,100178,15/01/2020,TSLA, TSLA i thought we were gonna see the 400s    
178,100179,15/01/2020,TSLA, TSLA I m long bullish but I rather not have Elon get 346million richer keep that money in the company until end of the year  
179,100180,15/01/2020,DIS, DIS where would this be without download numbers news and yet another upgrade     frustration continues  Hard to trade  easy to keep long 
180,100181,15/01/2020,TSLA, TSLA was this the hundred dollar drop dem bears said was gonna happen today  Hahahahaha      
181,100182,15/01/2020,BA, BA will you just capitulate already      
182,100183,15/01/2020,TSLA, TSLA don t worry guys I m sure it won t fall far  it s only 140 points over the 50 day  moving average and 240 over the 200 day moving average    
183,100184,15/01/2020,TSLA, TSLA come on Bulls  Buy the dip     
184,100185,15/01/2020,TSLA, TSLA woof  Tesla bears being fed today   
185,100186,15/01/2020,AAPL, AAPL Here s a glimpse at ER  Y all are done    
186,100187,15/01/2020,TSLA, TSLA This company doesn t produce a profit and relies on government handouts yet you guys wanna buy for  500   
187,100188,15/01/2020,TSLA, TSLA holding puts that are already up so unless this opens up  15 I ll still be in the money  
188,100189,16/01/2020,TSLA, TSLA what a bull trap that was  They pulled the rug right before AH ends  
189,100190,16/01/2020,TSLA, TSLA maybe hold off and buy the dip next month     
190,100191,16/01/2020,DIS, DIS  143 at open and then  142 at close   my Puts will be juicy  
191,100192,16/01/2020,V, V some stocks are set it and forget it stocks and this happens to be 1 of them  Add when it dips and keep it trucking       
192,100193,16/01/2020,TSLA, TSLA could drop 20  in the next two days   that bring US to a Pt of 414 44  by friday evening   
193,100194,16/01/2020,TSLA, TSLA Big drop today  Less Bullshit talk I can imagine  Healthy pullback  
194,100195,16/01/2020,TSLA, TSLA why would anyone hold this rn  
195,100196,16/01/2020,BA, BA Fishy fishy stuff going on here  Well we all know when BA gets bad news it goes up lol   load up on them calls guys 
196,100197,16/01/2020,TSLA, TSLA open this under 500 let s see some fireworks  
197,100198,16/01/2020,TSLA, TSLA Dont be GREEDY get out of Tesla while you are in profits   Anything which goes up crazy in short time  will have to come down  dont feel bad later   
198,100199,16/01/2020,TSLA, TSLA  Head  Shoulders  knees and toes 
199,100200,16/01/2020,TSLA, TSLA Break below 497 expect a massive drop today  As much as I enjoyed the ride up with you bulls let s scalp 
200,100201,16/01/2020,TSLA, TSLA the bulls yesterday were like the bitconnect guy     
201,100202,16/01/2020,TSLA, TSLA where are all of the Robin Hood rookies at   
202,100203,16/01/2020,TSLA, TSLA buy the dip they said it will be fun they said you ill make money they said   lmfao   
203,100204,16/01/2020,TSLA, TSLA red waterfalls again at support break      Morgan Stanley  360  
204,100205,16/01/2020,AAPL, AAPL I guess it s time to readjust my screen cuz I can t see where it s stopped to   
205,100206,16/01/2020,TSLA, TSLA the fight b w bulls and bears is unreal  this might settle at 500ish eod
206,100207,16/01/2020,AAPL, AAPL Anyone here happen to be holding  300 Puts    
207,100208,16/01/2020,AMZN, AMZN we still have 5mins  we can still sho9t up  30      
208,100209,17/01/2020,DIS, DIS Got impatient  Back in for the ride  Leaving plenty of dry powder  if it goes down further         
209,100210,17/01/2020,TSLA, TSLA YOU ARE ALL SO FUCKED    
210,100211,17/01/2020,TSLA, TSLA second day with bearish gaap     
211,100212,17/01/2020,TSLA, TSLA Something I love to do is scanning for highest weekly flow 10 Minutes before close  Always get some beautiful runners  
212,100213,17/01/2020,DIS, DIS Can we get one morning without a dump    
213,100214,17/01/2020,V, V Institutions are buying and you are selling        for the cheap shares in few years 200 will look darn cheap      put your     in my pocket    
214,100215,17/01/2020,TSLA, TSLA Investigation coming    I m out  Will wait for a lower entry point  Good luck to you all     Very good profit so far  
215,100216,17/01/2020,AAPL, AAPL beautiful stair step pattern continuing with eventual resolution to the upside  Stock still cheap forward looking and earnings are gonna be   
216,100217,17/01/2020,TSLA, TSLA maybe a dump before the long weekend      
217,100218,17/01/2020,TSLA, TSLA fib level broke  going back to  492  If that breaks we can see  480 today  
218,100219,17/01/2020,TSLA, TSLA  All aboard  the tank train  
219,100220,17/01/2020,TSLA, TSLA what happened to all those intolerant bulls  who are attacking anyone with a negative view on trashlacoin  I guess they are busy figuring out what to do after losing a huge bundle today  
220,100221,17/01/2020,TSLA, TSLA where Tf are my telsa bulls    
221,100222,17/01/2020,BA, BA  everyone wanting in better get in   The earnings are figured into these levels      
222,100223,17/01/2020,DIS, DIS if it finishes here in an hour  then I correctly predicted two closes in a row   
223,100224,17/01/2020,BA, BA  320 and your   will be tested soon   When s the 737 Max redesign coming out 
224,100225,17/01/2020,AAPL,They really hate  AAPL in this 317 area  
225,100226,17/01/2020,DIS, DIS Stocks hit record highs simply means DIS is dipping  
226,100227,17/01/2020,BA, BA ok this is what I ve been waiting for    close it on up bulls so I can grab some more puts on a discount 
227,100228,17/01/2020,BA, BA offer more for that delta and I ll buy 50 more puts  
228,100229,17/01/2020,TSLA,What  you thought unprofitable  TSLA was just going to go up and up forever   
229,100230,17/01/2020,GOOGL, GOOGL just print 1480       Please 
230,100231,17/01/2020,AAPL, AAPL   s r speechless n has reached a new level of insanity    super
231,100232,17/01/2020,MSFT, MSFT What s everyone s PT for open on Tuesday    
232,100233,18/01/2020,TSLA, TSLA      Have a good weekend everyone  Time will tell where this goes  but I like the action right now  It needs a correction before earnings 
233,100234,18/01/2020,TSLA, TSLA down 6  afterhours right now  
234,100235,18/01/2020,TSLA, TSLA 480 450 420 400 who s fault is it when these number show up near term   lambos bruh  6 000 next week bruh  
235,100236,18/01/2020,TSLA, TSLA Sry bulls  Gap down Tuesday  sell off below 492       
236,100237,18/01/2020,NFLX, NFLX   booked a week earlier  ER scares me
237,100238,19/01/2020,AAPL, AAPL loaded puts on this one for post earnings collapse          
238,100239,19/01/2020,AAPL, AAPL ready to get my down payment for my house next week  
239,100240,21/01/2020,AAPL, AAPL bulls believing every day green  
240,100241,21/01/2020,BA, BA dont miss the next leg  
241,100242,21/01/2020,TSLA, TSLA   Shorts kinda left us   I think they went to BA  Much weaker than we are    
242,100243,21/01/2020,AMZN, AMZN sooooo we re going to the moon right             
243,100244,21/01/2020,BA, BA You made me so much money today I could kiss you   
244,100245,21/01/2020,AMZN, AMZN   new all time high coming this week  It s time 
245,100246,21/01/2020,TSLA, TSLA about to start up again   
246,100247,21/01/2020,BA, BA open 300 its incoming all big money go ah  rats run in dark 
247,100248,21/01/2020,BA, BA  175 price target 2020   all aboard     PUTS are on fire  
248,100249,21/01/2020,TSLA, TSLA might really run to 600  
249,100250,22/01/2020,TSLA, TSLA y all need to realize that indicators don t always work  I think they never work   Think about it  if they worked that great we would all be millionaires in a week  I don t wanna hear about how the rsi is so high etc 
250,100251,22/01/2020,BA, BA they aren t going to let the  free markets  rip this one apart  They will probably have the fed buy this due to  having impact on employment in the nation      I m jk  but seriously they will do everything to prolong a drop 
251,100252,22/01/2020,BA, BA looking for a test of 307  300  then 297   
252,100253,22/01/2020,BA, BA tomorrow fake pump up in the morning and down like today  
253,100254,22/01/2020,NFLX, NFLX love when they lie to kill shorts so they can short   
254,100255,22/01/2020,BA, BA Bought a  30 put at beginning of day  the stock started to bounce me and I thought  oh well  as it slowly started losing value  A few hours later I sold the same put for  490      
255,100256,22/01/2020,BA, BA no position because I made to much off nvax and was busy with that   but I saw the decline back in end of December  Had all these bling bulls talking now their all gone  Hope y all found your shirt   
256,100257,22/01/2020,BA, BA Will go below 300 today probably  
257,100258,22/01/2020,BA, BA ALARM  BA is selling off  what do we do  HALT the trade  Call the analysts in our payroll to reaffirm a  BUY  rating  ready   Yes     Start buying     True story     
258,100259,22/01/2020,TSLA, TSLA blowup your account 50  overnight   and we  see you at  
259,100260,22/01/2020,BA, BA  if disappointment he is implying a big drop ahead lmao  
260,100261,22/01/2020,TSLA, TSLA I thought Christmas was over whatd I wake up to   
261,100262,22/01/2020,BA, BA i was really surprise at how they were able to pump almost 300million into this garbage yesterday right after the halt just so it wont burn and crash like their planes   but for how long are they going to be able to hold before    
262,100263,22/01/2020,GOOG, GOOG A close above 1500 would be sweet  
263,100264,22/01/2020,TSLA, TSLA how much of this float is still short    
264,100265,22/01/2020,BA, BA ughhhh I feel dirty purchasing this     
265,100266,22/01/2020,BA, BA Stooopid company run by MORONS with no moral scruples     short to  0 99     
266,100267,22/01/2020,TSLA, TSLA  working so well  hold strong       
267,100268,22/01/2020,BA, BA can someone tell me why they haven t downgraded this garbage   yet  265
268,100269,22/01/2020,TSLA, TSLA Bull Flag breakout now     poor bears      
269,100270,22/01/2020,BA, BA don t buy bulls    let it find it s bottom under 300    until then tho       
270,100271,22/01/2020,BA, BA the bounce has allowed me to add another short position  
271,100272,22/01/2020,BA, BA Jun July fly date at 1 billion a month   
272,100273,22/01/2020,BA, BA ready for the next leg down  
273,100274,22/01/2020,MSFT, MSFT why is it selling    We got an upgrade this morning  10th day with an upgrade in a row       
274,100275,22/01/2020,TSLA, TSLA good job bears  Almost made it a red day for tsla  better luck next time    
275,100276,22/01/2020,TSLA, TSLA  I never saw where the engines come down with no wings  no anything  and they re landing   Drumpf  
276,100277,22/01/2020,BA, BA Did the analyst on fast money really just recommend changing the name of the 737 Max   because that s not unethical at all    
277,100278,22/01/2020,NFLX, NFLX  sooo if 360 doesn t work  let s live to trade another day      
278,100279,23/01/2020,TSLA, TSLA If someone isn t posting charts or fundamental research  mute them  who needs a wants to be a trader calling bottom and tops without having a clue of what accurate valuation versus FOMO and technical is  Tik Tok Boom  
279,100280,23/01/2020,BA, BA WAIT UNTIL THE NEW CEO ANNOUNCES DIVIDED CUT    
280,100281,23/01/2020,AAPL, AAPL Alright 320  if we don t get ya tomorrow the ER is right around the corner  We ll get ya soon one way or another   
281,100282,23/01/2020,TSLA, TSLA please drop 10  tomorrow  I want in   
282,100283,23/01/2020,BA, BA flight was postponed tomorrow  That was the only bullish event for tomorrow  Expecting bleeding towards 300 now  
283,100284,23/01/2020,AAPL, AAPL  wonder if it s time to unload  
284,100285,23/01/2020,V, V turned out to be a spectacular call  
285,100286,23/01/2020,TSLA, TSLA Tesla s Growing fleet is getting safer even without autopilot     
286,100287,23/01/2020,TSLA, TSLA literally at this moment doing a Fortnite dance  Flossing 
287,100288,23/01/2020,BA, BA no fly till July now Coronavirus  
288,100289,23/01/2020,AAPL, AAPL I bought for 319 90   I still have longgg way to go  
289,100290,23/01/2020,V, V Its a healthy pullback But Visa is a money making machine   It will bounce back soon enough      
290,100291,23/01/2020,TSLA, TSLA cheap calls for the afternoon pump   
291,100292,23/01/2020,BA, BA they gave bulls one day of optimism this week  tmw its a wrap into ER   Bears sitting back eating popcorn enjoying the show    
292,100293,23/01/2020,TSLA, TSLA man it sucks how every time Tesla drops  it never recovers   such a blood bath  
293,100294,23/01/2020,TSLA, TSLA Lot of bears posting with bullish flags today        
294,100295,23/01/2020,BA, BA now we all know when 737 Max will recertify  smart money has priced in based on that and buying left and right  Bears   before too late  you should join the bulls party 
295,100296,23/01/2020,NFLX, NFLX Bought 23  345 1 24 Calls for  0 42 yesterday  They were worth  7 00 on today s close  
